"","day","year","mo","da","collision_date","NUM_COLLISIONS","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","sndp","fog","rain_drizzle","snow_ice_pellets","hail","thunder","tornado_funnel_cloud"
"1607",4,2016,6,23,"2016-06-23",643,63,59.4,1012.3,8.3,7,11.1,999.9,71.1,55.9,0,999.9,1,0,0,0,0,0
"1608",3,2022,6,1,"2022-06-01",310,57.9,50.6,1015.7,10,5.9,11.1,999.9,64,54,0.04,999.9,1,0,0,0,0,10000
"1609",4,2022,6,2,"2022-06-02",316,60.9,55.8,1009.4,9.1,7.5,11.1,999.9,69.1,54,0,999.9,1,0,0,0,0,0
"1610",1,2020,6,8,"2020-06-08",235,62.6,51.1,1013.8,10,7.3,11.1,15,73,55.9,0,999.9,1,0,0,0,0,10000
"1611",7,2015,6,7,"2015-06-07",559,59.5,45.8,1020.5,10,7.7,11.1,999.9,69.1,51.1,0.14,999.9,0,0,0,0,0,0
"1612",4,2018,6,7,"2018-06-07",693,51.5,48,1020.1,10,6.5,11.1,999.9,57.9,43,0,999.9,0,0,0,0,0,0
"1613",5,2015,6,5,"2015-06-05",692,53.1,46.6,1021.2,10,7.3,11.1,999.9,60.1,43,0,999.9,0,1,0,0,0,0
"1614",2,2020,6,30,"2020-06-30",278,66.3,62.4,1011.4,7.9,5.6,11.1,999.9,73.9,62.1,0.13,999.9,0,0,0,0,0,0
"1615",5,2014,6,20,"2014-06-20",765,64.6,48.8,1013.2,9.8,6,11.1,999.9,73,52,0.08,999.9,0,0,0,0,0,0
"1616",4,2021,6,17,"2021-06-17",388,64.9,53.3,1013.2,9.7,5.1,11.1,999.9,75,53.1,0,999.9,1,0,0,0,0,0
"1617",7,2014,6,22,"2014-06-22",477,63.2,49.2,1014.6,9.9,6,11.1,999.9,73,48,0,999.9,0,0,0,0,0,0
"1618",7,2019,6,2,"2019-06-02",515,56.9,54.7,1008,5.1,6.9,11.1,999.9,64.9,52,0,999.9,1,0,0,0,0,0
"1619",7,2018,6,24,"2018-06-24",553,62.7,61.5,1010.4,3.7,5.9,11.1,999.9,68,57,1.03,999.9,1,1,0,0,0,0
"1620",5,2013,6,21,"2013-06-21",690,62,56.1,1025.9,10,8.3,11.1,999.9,68,57,0.05,999.9,0,0,0,0,0,0
"1621",7,2018,6,10,"2018-06-10",533,61.5,49.5,1017.3,9.4,6.8,11.1,999.9,77,54,0,999.9,1,0,0,0,0,0
"1622",5,2020,6,5,"2020-06-05",248,60.4,58.9,1013.8,3.9,7.4,11.1,999.9,73.9,59,0,999.9,1,1,0,0,0,0
"1623",2,2017,6,27,"2017-06-27",757,64.3,61.6,1016.3,9.9,7.8,11.1,999.9,75,57.9,0,999.9,0,0,0,0,0,0
"1624",7,2017,6,25,"2017-06-25",590,68.8,60.1,1013,9.4,7.6,11.1,999.9,79,59,0,999.9,0,0,0,0,0,0
"1625",6,2018,6,9,"2018-06-09",706,62.9,55.8,1018.7,9.8,5.7,11.1,999.9,77,45,0.06,999.9,0,1,0,0,0,0
"1626",6,2014,6,14,"2014-06-14",613,66.5,63.8,1009.7,4.8,5.7,11.1,999.9,75.9,62.1,0.26,999.9,1,1,0,0,0,0
"1627",4,2015,6,25,"2015-06-25",670,68.7,57.9,1015.5,10,7.4,11.1,999.9,79,62.1,0,999.9,0,0,0,0,0,0
"1628",3,2018,6,27,"2018-06-27",540,62.7,59.1,1021,10,9.3,12,999.9,71.1,50,0,999.9,0,0,0,0,0,0
"1629",1,2016,6,20,"2016-06-20",745,61.4,55.9,1022.8,10,8.6,12,999.9,66.9,54,0,999.9,0,0,0,0,0,0
"1630",6,2014,6,21,"2014-06-21",557,59.9,46.2,1013.9,10,5.1,12,999.9,73,48,0,999.9,0,0,0,0,0,0
"1631",4,2013,6,20,"2013-06-20",681,60.6,53.1,1023.9,9.6,5.6,12,999.9,69.1,52,0.1,999.9,0,0,0,0,0,0
"1632",3,2016,6,29,"2016-06-29",687,67.2,64.8,1012.9,7.2,7.5,12,999.9,72,64,0,999.9,1,0,0,0,0,0
"1633",5,2018,6,15,"2018-06-15",728,59,54,1011.3,9.3,6.2,12,999.9,71.1,54,0,999.9,0,1,0,0,0,0
"1634",6,2018,6,16,"2018-06-16",677,62.8,56,1014.9,9.3,8.2,12,999.9,75,51.1,0.01,999.9,0,0,0,0,0,0
"1635",6,2016,6,25,"2016-06-25",688,62.1,52.1,1021.7,10,8,12,18.1,75,53.1,0,999.9,0,0,0,0,0,0
"1636",3,2015,6,10,"2015-06-10",667,65.2,58.5,1010.9,6.4,8.8,12,999.9,73,57.9,0.07,999.9,1,0,0,0,0,0
"1637",5,2017,6,2,"2017-06-02",737,58.2,48.2,1013.4,8.3,8.2,12,999.9,66,52,0,999.9,1,0,0,0,0,0
"1638",6,2013,6,22,"2013-06-22",599,63.4,58.5,1024.6,10,8.2,12,999.9,71.1,59,0,999.9,0,0,0,0,0,0
"1639",4,2017,6,8,"2017-06-08",660,52.7,45.2,1016.5,9.2,5.5,12,999.9,63,39.9,0.01,999.9,0,1,0,0,0,0
"1640",4,2019,6,20,"2019-06-20",697,61,59.3,1003.1,3,8.1,12,999.9,64,57,0.12,999.9,1,0,0,0,0,0
"1641",1,2019,6,17,"2019-06-17",552,66,60.9,1014.3,8.1,6.3,12,999.9,72,59,0,999.9,1,0,0,0,0,0
"1642",2,2019,6,25,"2019-06-25",662,61.5,59.5,1013.4,6,8.5,12,999.9,79,57.9,0,999.9,1,1,0,0,0,0
"1643",3,2014,6,4,"2014-06-04",582,55.2,51.2,1011.4,7.6,8.3,12,999.9,64.9,51.1,0,999.9,1,0,0,0,0,0
"1644",2,2013,6,18,"2013-06-18",613,60.9,58.6,1012.9,3.1,4.9,12,22.9,66,57.2,0.07,999.9,1,1,0,0,0,0
"1645",1,2014,6,30,"2014-06-30",610,67.3,61.6,1019,10,8,12,999.9,73,55,0.01,999.9,0,0,0,0,0,0
"1646",1,2015,6,22,"2015-06-22",774,67.1,62.7,1012,6.2,6.2,12,999.9,77,59,1.8,999.9,1,0,0,0,0,0
"1647",2,2014,6,17,"2014-06-17",666,62.5,55.2,1019,10,8.2,12,999.9,73,57.9,0,999.9,0,0,0,0,0,0
"1648",5,2016,6,17,"2016-06-17",748,63,51.5,1012.4,10,7.4,12,999.9,73,55.9,0,999.9,0,0,0,0,0,0
"1649",4,2018,6,21,"2018-06-21",815,63.4,61.5,1008.8,8.1,6.4,12,999.9,72,52,0.09,999.9,1,1,0,0,0,0
"1650",6,2014,6,7,"2014-06-07",623,65.6,54,1012.5,9.9,8.6,12,999.9,73.9,57,0,999.9,0,0,0,0,0,0
"1651",6,2015,6,27,"2015-06-27",595,61.5,55.4,1020.4,9.2,8.4,12,999.9,72,54,0,999.9,1,0,0,0,0,0
"1652",3,2018,6,20,"2018-06-20",698,62.8,58.8,1011.4,7.9,5.2,12,999.9,78.1,52,0,999.9,1,0,0,0,0,0
"1653",2,2014,6,24,"2014-06-24",632,60,51.9,1022,10,5.3,12,999.9,66.9,53.1,0,999.9,0,0,0,0,0,0
"1654",1,2017,6,26,"2017-06-26",669,66.7,59.2,1015,9.8,7.8,13,999.9,79,59,0,999.9,0,0,0,0,0,0
"1655",3,2019,6,26,"2019-06-26",803,67.3,64,1014.7,8.1,7.9,13,999.9,73.9,57.9,0.6,999.9,0,1,0,0,0,0
"1656",4,2017,6,1,"2017-06-01",654,55.7,53.8,1013.3,3,7.7,13,999.9,61,51.8,0.01,999.9,1,1,0,0,0,0
"1657",5,2018,6,22,"2018-06-22",728,61.1,56.4,1016.4,5.5,7.2,13,999.9,69.1,55.9,0.11,999.9,1,0,0,0,0,0
"1658",4,2013,6,27,"2013-06-27",598,65.5,64,1010,3.1,5.4,13,999.9,69.1,62.1,0,999.9,1,1,0,0,0,0
"1659",6,2019,6,1,"2019-06-01",557,55.3,53.2,1010.9,6.2,6,13,999.9,72,48.9,0.15,999.9,1,0,0,0,0,0
"1660",4,2016,6,2,"2016-06-02",683,55.7,53.5,1021.8,6.8,9.3,13,15,73,52,0.01,999.9,1,0,0,0,0,0
"1661",7,2013,6,9,"2013-06-09",533,63.6,57.2,1019.3,6.9,8.1,13,999.9,72,53.1,0.01,999.9,1,0,0,0,0,0
"1662",5,2015,6,12,"2015-06-12",451,67,60.2,1014.4,5.9,6.8,13,999.9,79,61,0,999.9,1,0,0,0,0,0
"1663",3,2014,6,25,"2014-06-25",646,66.8,61.6,1017,9.9,8.3,13,999.9,73.9,61,0,999.9,0,0,0,0,0,0
"1664",7,2015,6,14,"2015-06-14",578,66.9,53.5,1017.2,10,8.9,13,15.9,75.9,59,0,999.9,0,0,0,0,0,0
"1665",6,2013,6,15,"2013-06-15",596,62.4,52.3,1011,10,7.4,13,999.9,72,52,0.14,999.9,0,0,0,0,0,0
"1666",7,2013,6,23,"2013-06-23",505,64.9,60.9,1021.8,9.8,9,14,999.9,70,61,0.01,999.9,0,0,0,0,0,0
"1667",1,2016,6,27,"2016-06-27",718,64.3,58.3,1020.6,10,9.3,14,999.9,71.1,50,0,999.9,0,0,0,0,0,0
"1668",7,2013,6,30,"2013-06-30",423,65.4,64.2,1012.1,1.9,8.8,14,999.9,69.1,64,0.05,999.9,1,1,0,0,0,0
"1669",1,2018,6,11,"2018-06-11",686,56.2,45.3,1018,10,8.8,14,22,68,51.1,0,999.9,0,0,0,0,0,0
"1670",7,2014,6,15,"2014-06-15",475,66.1,54.5,1013.9,10,10.9,14,19,73.9,60.1,0.02,999.9,0,0,0,0,0,0
"1671",3,2017,6,14,"2017-06-14",754,67.1,51.6,1013.7,9.3,10.3,14,24.1,79,57,0,999.9,0,1,0,0,0,0
"1672",2,2013,6,25,"2013-06-25",648,69.7,63.8,1012.8,8.4,10.2,14,999.9,78.1,64,0,999.9,0,0,0,0,0,0
"1673",1,2013,6,17,"2013-06-17",614,63.2,59.2,1011.3,7,9.1,14,21,68,57,0.03,999.9,0,0,0,0,0,0
"1674",4,2017,6,15,"2017-06-15",771,57.2,45.8,1019.1,10,7.5,14,999.9,66,46.9,0,999.9,0,0,0,0,0,0
"1675",6,2019,6,29,"2019-06-29",660,65.8,63.5,1017.4,7.9,7.6,14,999.9,80.1,57.9,0,999.9,1,0,0,0,0,0
"1676",7,2016,6,19,"2016-06-19",559,59.9,51.5,1027.6,10,9.8,14,999.9,73,53.1,0,999.9,0,0,0,0,0,0
"1677",3,2016,6,15,"2016-06-15",739,63.7,55,1011.7,10,8.9,14,999.9,73.9,55,0,999.9,0,0,0,0,0,0
"1678",4,2013,6,6,"2013-06-06",605,58.6,51,1022,10,7.5,14,999.9,66,51.1,0,999.9,0,0,0,0,0,0
"1679",1,2014,6,2,"2014-06-02",643,57.4,46.6,1022.9,10,6.8,14,999.9,68,48,0,999.9,0,0,0,0,0,0
"1680",7,2017,6,4,"2017-06-04",468,58,49.8,1014.6,10,7.3,14,999.9,66,43,0,999.9,0,0,0,0,0,0
"1681",4,2017,6,22,"2017-06-22",845,65.8,59.4,1014.3,7.8,9.2,14,26,75,55.9,0,999.9,0,0,0,0,0,0
"1682",4,2016,6,16,"2016-06-16",689,65.2,56.3,1009.1,10,6.6,14,21,73.9,55,0,999.9,0,0,0,0,0,0
"1683",4,2015,6,4,"2015-06-04",552,52.2,42.8,1025.5,10,7.9,14,18.1,60.1,43,0.01,999.9,0,0,0,0,0,0
"1684",6,2017,6,3,"2017-06-03",637,56.9,47.9,1012.4,10,8.2,14,999.9,66,43,0,999.9,0,0,0,0,0,0
"1685",6,2018,6,23,"2018-06-23",513,59.2,57,1015.5,5.7,9.2,14,20,69.1,55.9,0.16,999.9,1,1,0,0,1,0
"1686",5,2018,6,8,"2018-06-08",757,54.8,51.9,1020.9,7.9,8,14,999.9,62.1,43,0,999.9,1,0,0,0,0,0
"1687",1,2019,6,10,"2019-06-10",613,59.4,53.6,1022.9,10,10.5,14,999.9,66.9,45,0,999.9,0,1,0,0,0,0
"1688",2,2016,6,7,"2016-06-07",709,61.2,59.8,1002.7,3.8,8.7,14,999.9,69.1,59,0,999.9,1,0,0,0,0,0
"1689",2,2018,6,26,"2018-06-26",762,60.7,55.3,1023,10,7.7,14,999.9,71.1,50,0.02,999.9,0,0,0,0,0,0
"1690",5,2018,6,29,"2018-06-29",845,68,66,1012.2,4.4,7,14,999.9,75.9,62.1,0.96,999.9,1,1,0,0,0,0
"1691",6,2017,6,10,"2017-06-10",665,60.4,54.5,1013.9,9.3,9.1,14,999.9,70,54,0,999.9,0,0,0,0,0,0
"1692",2,2013,6,4,"2013-06-04",613,61.8,51,1012.5,7.5,8.7,15,999.9,66,57.2,0.34,999.9,1,1,0,0,0,0
"1693",3,2014,6,11,"2014-06-11",576,61.2,54.4,1019.6,9.3,11.3,15,21,66.2,57,0.16,999.9,0,1,0,0,0,0
"1694",3,2018,6,6,"2018-06-06",651,54.8,50.8,1008.9,9.7,9.6,15,999.9,61,50,0,999.9,0,0,0,0,0,0
"1695",7,2017,6,11,"2017-06-11",702,61.5,55.8,1017.4,9.3,11.3,15,999.9,70,55.9,0,999.9,0,0,0,0,0,0
"1696",7,2017,6,18,"2017-06-18",593,63.8,62.5,1014.6,0.7,10.2,15,21,68,59,0.11,999.9,1,1,0,0,0,0
"1697",2,2018,6,12,"2018-06-12",720,55.3,48.6,1022.7,10,9.6,15,999.9,64,46,0,999.9,0,0,0,0,0,0
"1698",1,2014,6,16,"2014-06-16",622,65.2,50,1018.6,10,7.5,15,20,73.9,57.9,0,999.9,0,0,0,0,0,0
"1699",1,2017,6,12,"2017-06-12",804,66,58.9,1014.8,8,11.4,15,19,80.1,57.9,0,999.9,0,0,0,0,0,0
"1700",4,2013,6,13,"2013-06-13",534,60.8,52.4,1008.2,10,8.7,15,21,66,55,0,999.9,0,1,0,0,0,0
"1701",7,2013,6,16,"2013-06-16",477,61.3,57,1013.5,8.9,9.2,15,22,66,57,0.01,999.9,0,0,0,0,0,0
"1702",7,2019,6,30,"2019-06-30",569,69.3,63.3,1006,8.3,9.4,15,999.9,77,61,0,999.9,0,1,0,0,1,0
"1703",4,2017,6,29,"2017-06-29",767,65.6,62.6,1020.7,9.9,11.5,15,999.9,71.1,59,0,999.9,0,0,0,0,0,0
"1704",6,2013,6,1,"2013-06-01",631,60.9,57,1016.7,7,10.9,15,999.9,66,57,0,999.9,0,0,0,0,0,0
"1705",5,2015,6,26,"2015-06-26",774,66,60.5,1014.8,9.9,7.9,15,999.9,77,61,0,999.9,0,0,0,0,0,0
"1706",2,2014,6,3,"2014-06-03",663,58.2,47.9,1016.6,10,8.8,15,999.9,69.1,46.9,0,999.9,0,0,0,0,0,0
"1707",6,2015,6,20,"2015-06-20",505,62,56,1018.8,10,9,15,20,80.1,55.9,0,999.9,0,1,0,0,0,0
"1708",5,2016,6,24,"2016-06-24",811,65.3,56.6,1015.9,8.8,7.8,15,999.9,75,57,0,999.9,0,0,0,0,0,0
"1709",3,2019,6,12,"2019-06-12",686,62.9,51.9,1019.8,10,8.2,15,999.9,73.9,57,0.57,999.9,0,0,0,0,0,0
"1710",3,2013,6,26,"2013-06-26",621,69.5,64.6,1008.6,6.1,9.9,15.9,26,81,64,0,999.9,1,0,0,0,0,0
"1711",3,2018,6,13,"2018-06-13",706,59.4,57,1016,7.9,11.5,15.9,21,66,46.9,0,999.9,1,1,0,0,0,0
"1712",1,2015,6,15,"2015-06-15",506,57.8,51.4,1019.2,8,9.9,15.9,999.9,59,55,0,999.9,0,1,0,0,0,0
"1713",3,2016,6,22,"2016-06-22",751,65.6,60.2,1009.3,7.2,7.9,15.9,21,71.1,55.9,0.09,999.9,0,0,0,0,0,0
"1714",1,2015,6,8,"2015-06-08",634,59.6,51.8,1018.6,10,10.6,15.9,999.9,69.1,51.1,0,999.9,0,0,0,0,0,0
"1715",7,2014,6,1,"2014-06-01",604,58.4,43.5,1024.8,10,11,15.9,22,66.9,51.1,0,999.9,0,0,0,0,0,0
"1716",3,2019,6,5,"2019-06-05",655,59.8,55,1014.3,9.6,12.3,15.9,21,66,51.1,0,999.9,0,1,0,0,0,0
"1717",2,2022,6,21,"2022-06-21",313,61.3,54.6,1020.8,10,10,15.9,999.9,73,52,0,999.9,0,0,0,0,0,0
"1718",3,2016,6,1,"2016-06-01",772,64,56.4,1018.2,7.6,9.1,15.9,22,73,57,0.05,999.9,1,1,0,0,0,0
"1719",6,2022,6,18,"2022-06-18",315,66.7,58.8,1001.9,8,7.7,15.9,22.9,75.9,57.9,0.06,999.9,1,0,0,0,0,0
"1720",1,2015,6,29,"2015-06-29",662,64.3,59.4,1010.8,7.4,9.7,15.9,999.9,71.1,57,0.11,999.9,1,0,0,0,0,0
"1721",1,2018,6,18,"2018-06-18",808,62.9,60.4,1017.2,9.1,9.6,15.9,19,82,57.9,0,999.9,1,0,0,0,0,0
"1722",1,2019,6,24,"2019-06-24",731,68.5,57.6,1010,10,9,15.9,26,79,57,0,999.9,0,0,0,0,0,0
"1723",5,2014,6,6,"2014-06-06",743,61.3,54.4,1007.8,9.8,10,15.9,21,69.1,55.4,2.21,999.9,0,0,0,0,0,0
"1724",5,2017,6,23,"2017-06-23",793,64.9,63.4,1010.9,6.3,9.7,15.9,22.9,75,55.9,0,999.9,1,0,0,0,0,0
"1725",1,2013,6,24,"2013-06-24",680,66.8,64.5,1016,2.8,12.1,15.9,22,73.9,64,0,999.9,1,0,0,0,0,0
"1726",6,2021,6,5,"2021-06-05",365,61.7,59,1012.5,4,9.8,15.9,999.9,66.2,57.2,0.02,999.9,1,0,0,0,0,0
"1727",5,2022,6,10,"2022-06-10",365,65.1,58.4,1007.8,9.6,9.2,15.9,20,73,55.9,0.08,999.9,0,0,0,0,0,0
"1728",3,2022,6,15,"2022-06-15",360,66,57.5,1016.8,10,10.8,17.1,999.9,77,61,0,999.9,0,0,0,0,0,0
"1729",7,2022,6,19,"2022-06-19",300,58.2,50.4,1009,9,11,17.1,22,75.9,55,0.5,999.9,1,0,0,0,0,10000
"1730",6,2016,6,11,"2016-06-11",584,58.1,53.3,1014.9,9.8,9.6,17.1,20,64,53.1,0,999.9,0,1,0,0,0,0
"1731",1,2022,6,27,"2022-06-27",299,69.2,65.6,1016.7,9.6,11.1,17.1,21,75,63,0,999.9,0,0,0,0,0,0
"1732",3,2017,6,21,"2017-06-21",744,62.6,61.8,1013.6,5.4,11.4,17.1,21,66.9,60.1,0,999.9,1,0,0,0,0,0
"1733",6,2019,6,15,"2019-06-15",620,62.7,55.1,1018,10,11.3,17.1,999.9,70,57,0,999.9,0,0,0,0,0,0
"1734",2,2021,6,29,"2021-06-29",350,73.5,68.9,1021.7,8.1,12.9,17.1,22,80.1,70,0,999.9,0,0,0,0,0,0
"1735",5,2019,6,21,"2019-06-21",771,63.2,61.5,997.5,3.8,10,17.1,22,66.9,57,0.01,999.9,1,1,0,0,0,0
"1736",2,2013,6,11,"2013-06-11",635,60.8,59.5,1008.7,1.8,13.2,17.1,24.1,64.4,55.9,1.36,999.9,1,1,0,0,0,0
"1737",5,2017,6,30,"2017-06-30",747,66.9,63.7,1018,8.8,13.3,17.1,22.9,72,63,0,999.9,0,0,0,0,0,0
"1738",2,2021,6,22,"2021-06-22",290,70.6,67,1005.2,4.6,8.6,17.1,24.1,75.9,66,0,999.9,1,1,0,0,0,0
"1739",2,2015,6,9,"2015-06-09",652,64,59.9,1010.5,7.9,14.2,17.1,25.1,70,53.1,0,999.9,0,1,0,0,0,0
"1740",2,2016,6,21,"2016-06-21",681,63.6,59.9,1010.5,7.4,12.2,17.1,27,69.1,57,0.13,999.9,0,1,0,0,0,0
"1741",5,2022,6,17,"2022-06-17",368,65.9,63.8,1010.6,5.3,12.9,17.1,22.9,69.1,52,0.03,999.9,1,1,0,0,0,0
"1742",7,2019,6,23,"2019-06-23",559,65.7,55.7,1011.3,10,11.4,17.1,27,77,57,0.29,999.9,0,1,0,0,1,0
"1743",3,2022,6,22,"2022-06-22",260,62.5,56.6,1019.3,10,11.8,17.1,22,70,55,0,999.9,0,0,0,0,0,0
"1744",2,2017,6,13,"2017-06-13",829,67.3,59.8,1011.4,7.6,10.6,17.1,24.1,80.1,59,0,999.9,0,0,0,0,0,0
"1745",2,2018,6,19,"2018-06-19",812,67.7,61.8,1007.3,6.3,11.6,17.1,22.9,78.1,60.1,0.03,999.9,1,1,0,0,0,0
"1746",1,2021,6,28,"2021-06-28",379,72.9,69,1022.8,7.3,12.5,17.1,22.9,78.1,66.9,0,999.9,0,0,0,0,0,0
"1747",5,2016,6,10,"2016-06-10",818,59.2,45.1,1011.3,10,10.6,17.1,22.9,68,53.1,0,999.9,0,0,0,0,0,0
"1748",5,2014,6,13,"2014-06-13",708,61.7,58.6,1013.7,4,14.4,18.1,24.1,66,59,0.02,999.9,1,1,0,0,0,0
"1749",2,2019,6,11,"2019-06-11",682,63.7,61.5,1012.2,5.4,11.2,18.1,25.1,73.9,54,0.34,999.9,1,1,0,0,0,0
"1750",2,2020,6,16,"2020-06-16",259,59.9,51.5,1028,10,11.2,18.1,22,69.1,51.1,0,999.9,0,0,0,0,0,0
"1751",6,2018,6,2,"2018-06-02",622,63.1,60.8,1007,4.4,7.9,18.1,24.1,75.9,55.9,0,999.9,1,0,0,0,0,0
"1752",4,2015,6,11,"2015-06-11",666,64.6,59.7,1012.3,9.1,11.8,18.1,22,73,57.9,0,999.9,0,0,0,0,0,0
"1753",7,2020,6,7,"2020-06-07",206,62.2,56.2,1007.9,8.8,12.3,18.1,22.9,66,57.9,0.01,999.9,1,0,0,0,0,0
"1754",7,2013,6,2,"2013-06-02",487,61.8,58.6,1013.6,4.6,12.6,18.1,26,66,57.9,0,999.9,1,0,0,0,0,0
"1755",7,2015,6,21,"2015-06-21",620,64.9,61.5,1014.6,6.2,11.3,18.1,28,71.6,59,0,999.9,1,1,0,0,1,0
"1756",1,2019,6,3,"2019-06-03",659,60.4,51,1009.4,9.1,11,18.1,22.9,66,54,0,999.9,0,0,0,0,0,0
"1757",2,2016,6,14,"2016-06-14",717,62.2,50,1008.3,10,12.9,18.1,26,72,54,0,999.9,0,0,0,0,0,0
"1758",4,2019,6,6,"2019-06-06",744,62,59.9,1007.5,5.2,12.5,18.1,24.1,68,59,0.61,999.9,1,1,0,0,0,0
"1759",2,2019,6,4,"2019-06-04",615,58.5,45.3,1016.7,10,12.6,18.1,24.1,66,51.1,0,999.9,0,0,0,0,0,0
"1760",2,2015,6,23,"2015-06-23",703,65.5,61.1,1013.9,7.8,10.2,18.1,26,77,59,0,999.9,1,1,0,0,0,0
"1761",3,2015,6,24,"2015-06-24",778,70.8,62.5,1011.9,8.2,9.4,18.1,28,79,59,0.21,999.9,1,1,0,0,1,0
"1762",6,2019,6,8,"2019-06-08",580,60.6,51.4,1019.3,9.8,9.1,18.1,22,72,51.1,0,999.9,0,0,0,0,0,0
"1763",3,2017,6,28,"2017-06-28",730,65.4,58,1016.7,9.9,9.9,18.1,999.9,71.1,57.9,0,999.9,0,0,0,0,0,0
"1764",7,2019,6,16,"2019-06-16",509,62.8,58.9,1014.2,9.3,13.2,18.1,24.1,70,57.9,0,999.9,0,1,0,0,0,0
"1765",4,2022,6,23,"2022-06-23",295,64.5,57.9,1017.2,10,10.3,18.1,19,73,57.9,0,999.9,0,0,0,0,0,0
"1766",3,2021,6,30,"2021-06-30",361,73.5,69.5,1016.2,7.3,12,18.1,22.9,78.1,69.8,0,999.9,0,0,0,0,0,0
"1767",5,2021,6,11,"2021-06-11",343,60.2,47.6,1017.6,10,10.7,18.1,24.1,73.9,52,0,999.9,0,0,0,0,0,0
"1768",5,2013,6,7,"2013-06-07",791,56.1,53.2,1016.3,7.7,11.8,18.1,26,59,54,0,999.9,0,1,0,0,0,0
"1769",7,2018,6,3,"2018-06-03",525,52.8,48.1,1016.4,10,11.8,18.1,25.1,57.9,46.9,0,999.9,0,0,0,0,0,0
"1770",1,2015,6,1,"2015-06-01",691,55.9,52.8,1021.5,4.9,12.7,19,999.9,71.1,53.1,0,999.9,0,1,0,0,0,0
"1771",4,2018,6,14,"2018-06-14",833,63.8,58.8,1005.8,5.3,13.6,19,29.9,70,59,0.18,999.9,1,0,0,0,0,0
"1772",5,2019,6,14,"2019-06-14",749,61.7,57.5,1011.3,8.2,13,19,24.1,64,57,0.87,999.9,1,0,0,0,0,0
"1773",3,2013,6,12,"2013-06-12",615,64,55.9,1003.4,8.1,14,19,27,71.1,59,0.03,999.9,0,1,0,0,0,0
"1774",6,2013,6,29,"2013-06-29",591,66.2,64.9,1004,1.4,13.7,19,24.1,69.1,64.4,0.26,999.9,1,1,0,0,0,0
"1775",2,2015,6,16,"2015-06-16",593,64.2,61.9,1012.8,3.6,7.1,19,25.1,73,55.9,0.47,999.9,1,1,0,0,0,0
"1776",6,2017,6,24,"2017-06-24",753,67.2,65.1,1004.8,4.6,15,19,26,75,61,0,999.9,1,0,0,0,0,0
"1777",2,2015,6,2,"2015-06-02",642,53.4,50.1,1019.5,6.6,13.7,19,22.9,61,51.1,0.08,999.9,0,1,0,0,0,0
"1778",3,2015,6,3,"2015-06-03",658,53,44.9,1022.7,10,13.9,19,25.1,57.9,50,0.07,999.9,0,1,0,0,0,0
"1779",7,2016,6,12,"2016-06-12",587,66,56,1001.7,7.3,12.5,19,31.1,81,55,0.06,999.9,0,0,0,0,0,0
"1780",1,2013,6,3,"2013-06-03",707,60.8,59.8,1012,2,12.7,19,27,63,59,0.21,999.9,1,1,0,0,0,0
"1781",2,2018,6,5,"2018-06-05",688,54.5,51.3,1004.6,9.4,11,19,27,61,48,1.29,999.9,0,0,0,0,0,0
"1782",1,2018,6,25,"2018-06-25",733,63.8,60.8,1014.2,6.1,10.4,19,24.1,70,57.9,0.25,999.9,1,1,0,0,1,0
"1783",1,2017,6,19,"2017-06-19",819,64.7,64.5,1014,0.9,15.2,19,25.1,68,62.6,0.11,999.9,1,0,0,0,0,0
"1784",7,2016,6,5,"2016-06-05",466,58.4,56.9,1012.4,3.4,10.3,19,26,73.9,54,0,999.9,1,1,0,0,0,0
"1785",6,2017,6,17,"2017-06-17",654,61.7,59.4,1014.9,4.3,11.8,19,26,68,57,0.02,999.9,1,1,0,0,0,0
"1786",4,2014,6,5,"2014-06-05",569,60,57.2,1006.3,5.8,7.1,19,35,64,55.4,0.01,999.9,1,1,0,0,0,0
"1787",3,2014,6,18,"2014-06-18",663,71.6,62.9,1010.8,6.4,10.1,20,26,82.9,59,0.01,999.9,1,0,0,0,0,0
"1788",5,2014,6,27,"2014-06-27",660,63.9,53.8,1018,9.8,13.6,20,34,75,59,0.13,999.9,0,1,0,0,0,0
"1789",4,2014,6,12,"2014-06-12",563,61,53,1019.7,10,13.4,20,26,66.9,55.9,0,999.9,0,0,0,0,0,0
"1790",1,2018,6,4,"2018-06-04",698,51,50.1,1011.1,6.2,13.5,20,27,57,46.9,0.15,999.9,0,1,0,0,0,0
"1791",1,2017,6,5,"2017-06-05",656,56.6,54.5,1011.5,7,8.4,20,25.1,66,50,0,999.9,0,1,0,0,0,0
"1792",3,2013,6,19,"2013-06-19",622,62.6,54.4,1014.3,8.4,12.2,21,28,69.1,57.9,0.06,999.9,0,1,0,0,0,0
"1793",2,2017,6,20,"2017-06-20",813,63.4,63.4,1013.3,1.1,15,21,27,66,60.8,0,999.9,1,0,0,0,0,0
"1794",6,2015,6,13,"2015-06-13",395,68,61,1012.6,6,10.9,21,25.1,79,61,0.02,999.9,1,1,0,0,0,0
"1795",3,2017,6,7,"2017-06-07",675,54.5,47.5,1012.9,8.4,12.8,21,25.1,61,50,0.01,999.9,0,1,0,0,0,0
"1796",6,2019,6,22,"2019-06-22",635,64.7,58.2,1006.7,9.7,8.4,21,28.9,75.9,57.9,0.68,999.9,0,1,0,0,1,0
